;CAL;DRHO;DTC;GR;NPHI;PE;RHOB;RT;SP;DEPT
5922;14.7187;0.00771;84.3;34.7812;0.134;4.0576;2.5197;2.0605;-39.5625;6723.5128
5923;14.7187;0.00771;84.3;34.7812;0.134;4.0576;2.5197;2.0605;-39.5625;6723.6652
5924;14.6562;0.00796;95.4;37.4844;0.16998;3.7127;2.4983;1.8848;-39.2812;6723.8176
5925;14.6562;0.00796;95.4;37.4844;0.16998;3.7127;2.4983;1.8848;-39.2812;6723.97
5926;14.6562;0.00796;95.4;37.4844;0.16998;3.7127;2.4983;1.8848;-39.2812;6724.1224
5927;14.6553;0.01216;98.4;39.0176;0.22568;3.5819;2.4615;1.6582;-38.875;6724.2748
5928;14.6553;0.01216;98.4;39.0176;0.22568;3.5819;2.4615;1.6582;-38.875;6724.4272
5929;14.6553;0.01216;98.4;39.0176;0.22568;3.5819;2.4615;1.6582;-38.875;6724.5796
5930;14.6553;0.01216;98.4;39.0176;0.22568;3.5819;2.4615;1.6582;-38.875;6724.732
5931;14.0308;0.02881;99.8;41.4434;0.26059;3.5292;2.3464;1.4678;-38.625;6724.8844
5932;14.0308;0.02881;99.8;41.4434;0.26059;3.5292;2.3464;1.4678;-38.625;6725.0368
5933;14.0308;0.02881;99.8;41.4434;0.26059;3.5292;2.3464;1.4678;-38.625;6725.1892
5934;13.6572;0.05226;99.8;42.2742;0.27237;3.4705;2.2669;1.376;-41.4062;6725.3416
5935;13.6572;0.05226;99.8;42.2742;0.27237;3.4705;2.2669;1.376;-41.4062;6725.494
5936;13.6572;0.05226;99.8;42.2742;0.27237;3.4705;2.2669;1.376;-41.4062;6725.6464
5937;14.2815;0.06946;100.9;42.5049;0.26483;3.3728;2.2387;1.3516;-42.6562;6725.7988
5938;14.2815;0.06946;100.9;42.5049;0.26483;3.3728;2.2387;1.3516;-42.6562;6725.9512
5939;14.2815;0.06946;100.9;42.5049;0.26483;3.3728;2.2387;1.3516;-42.6562;6726.1036
5940;14.4534;0.0943;101;43.5234;0.27975;3.25;2.309;1.3438;-43.0938;6726.256
5941;14.4534;0.0943;101;43.5234;0.27975;3.25;2.309;1.3438;-43.0938;6726.4084
5942;14.4534;0.0943;101;43.5234;0.27975;3.25;2.309;1.3438;-43.0938;6726.5608
5943;14.4534;0.0943;101;43.5234;0.27975;3.25;2.309;1.3438;-43.0938;6726.7132
5944;14.6799;0.11151;104.8;46.1567;0.28479;3.2557;2.3792;1.3301;-43.2812;6726.8656
5945;14.6799;0.11151;104.8;46.1567;0.28479;3.2557;2.3792;1.3301;-43.2812;6727.018
5946;14.6799;0.11151;104.8;46.1567;0.28479;3.2557;2.3792;1.3301;-43.2812;6727.1704
5947;14.8829;0.09137;110.2;46.5179;0.30014;3.1956;2.391;1.293;-43.4062;6727.3228
5948;14.8829;0.09137;110.2;46.5179;0.30014;3.1956;2.391;1.293;-43.4062;6727.4752
5949;14.8829;0.09137;110.2;46.5179;0.30014;3.1956;2.391;1.293;-43.4062;6727.6276
5950;15.0001;0.06253;110.4;46.6592;0.31136;3.2974;2.3679;1.2451;-42.625;6727.78
5951;15.0001;0.06253;110.4;46.6592;0.31136;3.2974;2.3679;1.2451;-42.625;6727.9324
5952;15.0001;0.06253;110.4;46.6592;0.31136;3.2974;2.3679;1.2451;-42.625;6728.0848
5953;15.0001;0.06253;110.4;46.6592;0.31136;3.2974;2.3679;1.2451;-42.625;6728.2372
5954;15.0624;0.0482;113.7;46.1348;0.32052;3.4826;2.3539;1.2168;-42.625;6728.3896
5955;15.0624;0.0482;113.7;46.1348;0.32052;3.4826;2.3539;1.2168;-42.625;6728.542
5956;15.0624;0.0482;113.7;46.1348;0.32052;3.4826;2.3539;1.2168;-42.625;6728.6944
5957;14.9999;0.04315;113.5;44.9307;0.31365;3.5527;2.3397;1.2051;-42.0938;6728.8468
5958;14.9999;0.04315;113.5;44.9307;0.31365;3.5527;2.3397;1.2051;-42.0938;6728.9992
5959;14.9999;0.04315;113.5;44.9307;0.31365;3.5527;2.3397;1.2051;-42.0938;6729.1516
5960;14.8748;0.03739;112;44.5312;0.31799;3.5077;2.3205;1.1963;-38.2188;6729.304
5961;14.8748;0.03739;112;44.5312;0.31799;3.5077;2.3205;1.1963;-38.2188;6729.4564
5962;14.8748;0.03739;112;44.5312;0.31799;3.5077;2.3205;1.1963;-38.2188;6729.6088
5963;14.6167;0.04331;111.5;42.6113;0.32055;3.4432;2.3168;1.1914;-39.0625;6729.7612
5964;14.6167;0.04331;111.5;42.6113;0.32055;3.4432;2.3168;1.1914;-39.0625;6729.9136
5965;14.6167;0.04331;111.5;42.6113;0.32055;3.4432;2.3168;1.1914;-39.0625;6730.066
5966;14.6167;0.04331;111.5;42.6113;0.32055;3.4432;2.3168;1.1914;-39.0625;6730.2184
5967;14.281;0.03968;106.7;40.8144;0.3199;3.3925;2.3056;1.1914;-38.9062;6730.3708
5968;14.281;0.03968;106.7;40.8144;0.3199;3.3925;2.3056;1.1914;-38.9062;6730.5232
5969;14.281;0.03968;106.7;40.8144;0.3199;3.3925;2.3056;1.1914;-38.9062;6730.6756
5970;14.1249;0.03162;106.2;39.1494;0.30522;3.3533;2.2954;1.2021;-42;6730.828
5971;14.1249;0.03162;106.2;39.1494;0.30522;3.3533;2.2954;1.2021;-42;6730.9804
5972;14.1249;0.03162;106.2;39.1494;0.30522;3.3533;2.2954;1.2021;-42;6731.1328
5973;13.9756;0.02605;106;38.1367;0.2901;3.2148;2.2774;1.2314;-38.4062;6731.2852
5974;13.9756;0.02605;106;38.1367;0.2901;3.2148;2.2774;1.2314;-38.4062;6731.4376
5975;13.9756;0.02605;106;38.1367;0.2901;3.2148;2.2774;1.2314;-38.4062;6731.59
5976;13.9756;0.02605;106;38.1367;0.2901;3.2148;2.2774;1.2314;-38.4062;6731.7424
5977;13.4142;0.0327;105.3;37.0747;0.29521;3.1874;2.2608;1.2754;-40.7188;6731.8948
5978;13.4142;0.0327;105.3;37.0747;0.29521;3.1874;2.2608;1.2754;-40.7188;6732.0472
5979;13.4142;0.0327;105.3;37.0747;0.29521;3.1874;2.2608;1.2754;-40.7188;6732.1996
5980;13.5469;0.03792;104.2;36.6641;0.30672;3.1407;2.2526;1.3301;-38.6562;6732.352
5981;13.5469;0.03792;104.2;36.6641;0.30672;3.1407;2.2526;1.3301;-38.6562;6732.5044
5982;13.5469;0.03792;104.2;36.6641;0.30672;3.1407;2.2526;1.3301;-38.6562;6732.6568
5983;13.7266;0.05027;103.3;35.6231;0.30975;3.2091;2.2645;1.3945;-39.5312;6732.8092
5984;13.7266;0.05027;103.3;35.6231;0.30975;3.2091;2.2645;1.3945;-39.5312;6732.9616
5985;13.7266;0.05027;103.3;35.6231;0.30975;3.2091;2.2645;1.3945;-39.5312;6733.114
5986;13.7267;0.05672;101.5;34.1411;0.30673;3.2814;2.2837;1.4492;-40.6562;6733.2664
5987;13.7267;0.05672;101.5;34.1411;0.30673;3.2814;2.2837;1.4492;-40.6562;6733.4188
5988;13.7267;0.05672;101.5;34.1411;0.30673;3.2814;2.2837;1.4492;-40.6562;6733.5712
5989;13.7267;0.05672;101.5;34.1411;0.30673;3.2814;2.2837;1.4492;-40.6562;6733.7236
5990;13.844;0.0633;101.4;34.6328;0.29588;3.375;2.2852;1.4756;-39.5938;6733.876
5991;13.844;0.0633;101.4;34.6328;0.29588;3.375;2.2852;1.4756;-39.5938;6734.0284
5992;13.844;0.0633;101.4;34.6328;0.29588;3.375;2.2852;1.4756;-39.5938;6734.1808
5993;13.9998;0.05962;101.1;32.7891;0.28533;3.3536;2.2814;1.5029;-37.1875;6734.3332
5994;13.9998;0.05962;101.1;32.7891;0.28533;3.3536;2.2814;1.5029;-37.1875;6734.4856
5995;13.9998;0.05962;101.1;32.7891;0.28533;3.3536;2.2814;1.5029;-37.1875;6734.638
5996;13.8593;0.04395;99.1;30.6377;0.27898;3.3887;2.2711;1.5498;-37;6734.7904
5997;13.8593;0.04395;99.1;30.6377;0.27898;3.3887;2.2711;1.5498;-37;6734.9428
5998;13.8593;0.04395;99.1;30.6377;0.27898;3.3887;2.2711;1.5498;-37;6735.0952
5999;13.8593;0.04395;99.1;30.6377;0.27898;3.3887;2.2711;1.5498;-37;6735.2476
6000;13.7654;0.03819;93.6;31.6562;0.26588;3.3869;2.281;1.6162;-39.25;6735.4
6001;13.7654;0.03819;93.6;31.6562;0.26588;3.3869;2.281;1.6162;-39.25;6735.5524
6002;13.7654;0.03819;93.6;31.6562;0.26588;3.3869;2.281;1.6162;-39.25;6735.7048
6003;13.5933;0.04033;91.6;31.3037;0.26558;3.457;2.2954;1.7188;-36.8125;6735.8572
6004;13.5933;0.04033;91.6;31.3037;0.26558;3.457;2.2954;1.7188;-36.8125;6736.0096
6005;13.5933;0.04033;91.6;31.3037;0.26558;3.457;2.2954;1.7188;-36.8125;6736.162
6006;13.2655;0.02481;90.8;31.918;0.27208;3.4119;2.2782;1.8271;-37.4375;6736.3144
6007;13.2655;0.02481;90.8;31.918;0.27208;3.4119;2.2782;1.8271;-37.4375;6736.4668
6008;13.2655;0.02481;90.8;31.918;0.27208;3.4119;2.2782;1.8271;-37.4375;6736.6192
6009;13.1954;0.01169;91.3;30.5127;0.28465;3.3084;2.2492;1.8848;-35.9062;6736.7716
6010;13.1954;0.01169;91.3;30.5127;0.28465;3.3084;2.2492;1.8848;-35.9062;6736.924
6011;13.1954;0.01169;91.3;30.5127;0.28465;3.3084;2.2492;1.8848;-35.9062;6737.0764
6012;13.1954;0.01169;91.3;30.5127;0.28465;3.3084;2.2492;1.8848;-35.9062;6737.2288
6013;13.2579;0.00824;93.4;29.9902;0.28978;3.2011;2.2217;1.9111;-35.5938;6737.3812
6014;13.2579;0.00824;93.4;29.9902;0.28978;3.2011;2.2217;1.9111;-35.5938;6737.5336
6015;13.2579;0.00824;93.4;29.9902;0.28978;3.2011;2.2217;1.9111;-35.5938;6737.686
6016;13.3751;0.00567;97.9;29.4541;0.28824;3.129;2.1969;1.9736;-36.3438;6737.8384
6017;13.3751;0.00567;97.9;29.4541;0.28824;3.129;2.1969;1.9736;-36.3438;6737.9908
6018;13.3751;0.00567;97.9;29.4541;0.28824;3.129;2.1969;1.9736;-36.3438;6738.1432
6019;13.5002;0.00751;78.5;28.8228;0.25702;3.2095;2.206;2.1562;-38.5;6738.2956
6020;13.5002;0.00751;78.5;28.8228;0.25702;3.2095;2.206;2.1562;-38.5;6738.448
6021;13.5002;0.00751;78.5;28.8228;0.25702;3.2095;2.206;2.1562;-38.5;6738.6004
6022;13.7737;0.02106;63.1;29.1426;0.22885;3.4853;2.2573;2.4766;-35.875;6738.7528
6023;13.7737;0.02106;63.1;29.1426;0.22885;3.4853;2.2573;2.4766;-35.875;6738.9052
6024;13.7737;0.02106;63.1;29.1426;0.22885;3.4853;2.2573;2.4766;-35.875;6739.0576
6025;13.7737;0.02106;63.1;29.1426;0.22885;3.4853;2.2573;2.4766;-35.875;6739.21
6026;14.0471;0.03938;63.7;27.6465;0.19174;3.9775;2.3645;2.7715;-36.0938;6739.3624
6027;14.0471;0.03938;63.7;27.6465;0.19174;3.9775;2.3645;2.7715;-36.0938;6739.5148
6028;14.0471;0.03938;63.7;27.6465;0.19174;3.9775;2.3645;2.7715;-36.0938;6739.6672
6029;14.2892;0.0556;63.7;26.0215;0.17136;4.3982;2.481;2.916;-38.0312;6739.8196
6030;14.2892;0.0556;63.7;26.0215;0.17136;4.3982;2.481;2.916;-38.0312;6739.972
6031;14.2892;0.0556;63.7;26.0215;0.17136;4.3982;2.481;2.916;-38.0312;6740.1244
6032;14.3905;0.06479;63.6;27.7666;0.15182;3.9775;2.5629;2.957;-37.0312;6740.2768
6033;14.3905;0.06479;63.6;27.7666;0.15182;3.9775;2.5629;2.957;-37.0312;6740.4292
6034;14.3905;0.06479;63.6;27.7666;0.15182;3.9775;2.5629;2.957;-37.0312;6740.5816
6035;14.3905;0.06479;63.6;27.7666;0.15182;3.9775;2.5629;2.957;-37.0312;6740.734
6036;14.2889;0.06432;66.6;27.334;0.13416;4.3982;2.5709;2.9434;-37.375;6740.8864
6037;14.2889;0.06432;66.6;27.334;0.13416;4.3982;2.5709;2.9434;-37.375;6741.0388
6038;14.2889;0.06432;66.6;27.334;0.13416;4.3982;2.5709;2.9434;-37.375;6741.1912
6039;14.1796;0.05977;79.2;29.1211;0.1568;4.2693;2.5554;2.6445;-36.25;6741.3436
6040;14.1796;0.05977;79.2;29.1211;0.1568;4.2693;2.5554;2.6445;-36.25;6741.496
6041;14.1796;0.05977;79.2;29.1211;0.1568;4.2693;2.5554;2.6445;-36.25;6741.6484
6042;14.1006;0.05567;88.1;30.6353;0.18591;4.1206;2.4659;2.0762;-38.8438;6741.8008
6043;14.1006;0.05567;88.1;30.6353;0.18591;4.1206;2.4659;2.0762;-38.8438;6741.9532
6044;14.1006;0.05567;88.1;30.6353;0.18591;4.1206;2.4659;2.0762;-38.8438;6742.1056
6045;13.1873;0.05711;91.3;30.1953;0.22446;3.6754;2.3466;1.6914;-36.4375;6742.258
6046;13.1873;0.05711;91.3;30.1953;0.22446;3.6754;2.3466;1.6914;-36.4375;6742.4104
6047;13.1873;0.05711;91.3;30.1953;0.22446;3.6754;2.3466;1.6914;-36.4375;6742.5628
6048;13.1873;0.05711;91.3;30.1953;0.22446;3.6754;2.3466;1.6914;-36.4375;6742.7152
6049;12.9298;0.06378;93.1;30.5176;0.24866;3.5252;2.2556;1.5488;-38.8125;6742.8676
6050;12.9298;0.06378;93.1;30.5176;0.24866;3.5252;2.2556;1.5488;-38.8125;6743.02
6051;12.9298;0.06378;93.1;30.5176;0.24866;3.5252;2.2556;1.5488;-38.8125;6743.1724
6052;13.0317;0.05851;96.2;32.1724;0.26224;3.3788;2.2226;1.5186;-36.8125;6743.3248
6053;13.0317;0.05851;96.2;32.1724;0.26224;3.3788;2.2226;1.5186;-36.8125;6743.4772
6054;13.0317;0.05851;96.2;32.1724;0.26224;3.3788;2.2226;1.5186;-36.8125;6743.6296
6055;13.3752;0.06046;102.6;32.4512;0.28278;3.3534;2.2426;1.5176;-37.3125;6743.782
6056;13.3752;0.06046;102.6;32.4512;0.28278;3.3534;2.2426;1.5176;-37.3125;6743.9344
6057;13.3752;0.06046;102.6;32.4512;0.28278;3.3534;2.2426;1.5176;-37.3125;6744.0868
6058;13.3752;0.06046;102.6;32.4512;0.28278;3.3534;2.2426;1.5176;-37.3125;6744.2392
6059;13.5159;0.0585;105.6;30.6445;0.29613;3.2714;2.2584;1.5195;-36.3438;6744.3916
6060;13.5159;0.0585;105.6;30.6445;0.29613;3.2714;2.2584;1.5195;-36.3438;6744.544
6061;13.5159;0.0585;105.6;30.6445;0.29613;3.2714;2.2584;1.5195;-36.3438;6744.6964
6062;13.7424;0.03635;103.5;29.4033;0.30615;3.2304;2.2386;1.5303;-35.7188;6744.8488
6063;13.7424;0.03635;103.5;29.4033;0.30615;3.2304;2.2386;1.5303;-35.7188;6745.0012
6064;13.7424;0.03635;103.5;29.4033;0.30615;3.2304;2.2386;1.5303;-35.7188;6745.1536
6065;13.9923;0.01577;95.4;30.5303;0.27155;3.1446;2.2182;1.5547;-35.1562;6745.306
6066;13.9923;0.01577;95.4;30.5303;0.27155;3.1446;2.2182;1.5547;-35.1562;6745.4584
6067;13.9923;0.01577;95.4;30.5303;0.27155;3.1446;2.2182;1.5547;-35.1562;6745.6108
6068;14.1016;0.01656;81.1;31.6055;0.22498;3.2168;2.2294;1.5996;-36.3125;6745.7632
6069;14.1016;0.01656;81.1;31.6055;0.22498;3.2168;2.2294;1.5996;-36.3125;6745.9156
6070;14.1016;0.01656;81.1;31.6055;0.22498;3.2168;2.2294;1.5996;-36.3125;6746.068
6071;14.1016;0.01656;81.1;31.6055;0.22498;3.2168;2.2294;1.5996;-36.3125;6746.2204
6072;14.1248;0.02781;84.1;30.7031;0.19565;3.2153;2.2839;1.6758;-35.5938;6746.3728
6073;14.1248;0.02781;84.1;30.7031;0.19565;3.2153;2.2839;1.6758;-35.5938;6746.5252
6074;14.1248;0.02781;84.1;30.7031;0.19565;3.2153;2.2839;1.6758;-35.5938;6746.6776
6075;13.9678;0.02975;91;30.3213;0.22;3.4082;2.2842;1.7549;-36.3125;6746.83
6076;13.9678;0.02975;91;30.3213;0.22;3.4082;2.2842;1.7549;-36.3125;6746.9824
6077;13.9678;0.02975;91;30.3213;0.22;3.4082;2.2842;1.7549;-36.3125;6747.1348
6078;13.2733;0.03321;98.8;31.3477;0.25616;3.4238;2.2685;1.8301;-35.9375;6747.2872
6079;13.2733;0.03321;98.8;31.3477;0.25616;3.4238;2.2685;1.8301;-35.9375;6747.4396
6080;13.2733;0.03321;98.8;31.3477;0.25616;3.4238;2.2685;1.8301;-35.9375;6747.592
6081;13.2733;0.03321;98.8;31.3477;0.25616;3.4238;2.2685;1.8301;-35.9375;6747.7444
6082;13.1952;0.03501;100.9;31.6216;0.28862;3.4061;2.2253;1.916;-35.4688;6747.8968
6083;13.1952;0.03501;100.9;31.6216;0.28862;3.4061;2.2253;1.916;-35.4688;6748.0492
6084;13.1952;0.03501;100.9;31.6216;0.28862;3.4061;2.2253;1.916;-35.4688;6748.2016
6085;13.1169;0.03788;102.4;31.0505;0.30146;3.3633;2.225;2.0039;-35.25;6748.354
6086;13.1169;0.03788;102.4;31.0505;0.30146;3.3633;2.225;2.0039;-35.25;6748.5064
6087;13.1169;0.03788;102.4;31.0505;0.30146;3.3633;2.225;2.0039;-35.25;6748.6588
6088;12.9297;0.04355;103.6;30.8379;0.29807;3.3183;2.2363;2.0957;-34.7812;6748.8112
6089;12.9297;0.04355;103.6;30.8379;0.29807;3.3183;2.2363;2.0957;-34.7812;6748.9636
6090;12.9297;0.04355;103.6;30.8379;0.29807;3.3183;2.2363;2.0957;-34.7812;6749.116
6091;12.9614;0.06189;103.8;28.6631;0.28076;3.3069;2.321;2.2246;-35;6749.2684
6092;12.9614;0.06189;103.8;28.6631;0.28076;3.3069;2.321;2.2246;-35;6749.4208
6093;12.9614;0.06189;103.8;28.6631;0.28076;3.3069;2.321;2.2246;-35;6749.5732
6094;12.9614;0.06189;103.8;28.6631;0.28076;3.3069;2.321;2.2246;-35;6749.7256
6095;13.4143;0.0777;94.3;28.1248;0.26205;3.5103;2.4272;2.3594;-35.3438;6749.878
6096;13.4143;0.0777;94.3;28.1248;0.26205;3.5103;2.4272;2.3594;-35.3438;6750.0304
6097;13.4143;0.0777;94.3;28.1248;0.26205;3.5103;2.4272;2.3594;-35.3438;6750.1828
6098;13.6564;0.08948;70.6;27.8779;0.22919;3.919;2.5502;2.4316;-35.4062;6750.3352
6099;13.6564;0.08948;70.6;27.8779;0.22919;3.919;2.5502;2.4316;-35.4062;6750.4876
6100;13.6564;0.08948;70.6;27.8779;0.22919;3.919;2.5502;2.4316;-35.4062;6750.64
6101;13.7267;0.09356;68.8;27.2109;0.18488;4.3394;2.5786;2.4609;-35.4062;6750.7924
6102;13.7267;0.09356;68.8;27.2109;0.18488;4.3394;2.5786;2.4609;-35.4062;6750.9448
6103;13.7267;0.09356;68.8;27.2109;0.18488;4.3394;2.5786;2.4609;-35.4062;6751.0972
6104;13.7267;0.09356;68.8;27.2109;0.18488;4.3394;2.5786;2.4609;-35.4062;6751.2496
6105;13.8048;0.09363;74.9;29.75;0.14581;4.1206;2.5846;2.4258;-36.0938;6751.402
6106;13.8048;0.09363;74.9;29.75;0.14581;4.1206;2.5846;2.4258;-36.0938;6751.5544
6107;13.8048;0.09363;74.9;29.75;0.14581;4.1206;2.5846;2.4258;-36.0938;6751.7068
6108;13.8985;0.08301;76.9;30.2129;0.16553;3.8215;2.5286;2.2676;-36.9688;6751.8592
6109;13.8985;0.08301;76.9;30.2129;0.16553;3.8215;2.5286;2.2676;-36.9688;6752.0116
6110;13.8985;0.08301;76.9;30.2129;0.16553;3.8215;2.5286;2.2676;-36.9688;6752.164
6111;13.9292;0.06811;85.1;31.9023;0.22424;3.5408;2.4048;1.9561;-38.7188;6752.3164
6112;13.9292;0.06811;85.1;31.9023;0.22424;3.5408;2.4048;1.9561;-38.7188;6752.4688
6113;13.9292;0.06811;85.1;31.9023;0.22424;3.5408;2.4048;1.9561;-38.7188;6752.6212
6114;13.5155;0.06729;95.8;34.7393;0.28142;3.4351;2.3097;1.6016;-37.9375;6752.7736
6115;13.5155;0.06729;95.8;34.7393;0.28142;3.4351;2.3097;1.6016;-37.9375;6752.926
6116;13.5155;0.06729;95.8;34.7393;0.28142;3.4351;2.3097;1.6016;-37.9375;6753.0784
6117;13.5155;0.06729;95.8;34.7393;0.28142;3.4351;2.3097;1.6016;-37.9375;6753.2308
6118;13.3827;0.07706;103.9;35.5911;0.29761;3.2696;2.269;1.3594;-38.9375;6753.3832
6119;13.3827;0.07706;103.9;35.5911;0.29761;3.2696;2.269;1.3594;-38.9375;6753.5356
6120;13.3827;0.07706;103.9;35.5911;0.29761;3.2696;2.269;1.3594;-38.9375;6753.688
6121;13.2808;0.07515;103.5;35.7949;0.3017;3.3104;2.2701;1.2393;-40.4062;6753.8404
6122;13.2808;0.07515;103.5;35.7949;0.3017;3.3104;2.2701;1.2393;-40.4062;6753.9928
6123;13.2808;0.07515;103.5;35.7949;0.3017;3.3104;2.2701;1.2393;-40.4062;6754.1452
6124;12.8669;0.06836;103.3;36.499;0.30811;3.2189;2.2792;1.1719;-40.2188;6754.2976
6125;12.8669;0.06836;103.3;36.499;0.30811;3.2189;2.2792;1.1719;-40.2188;6754.45
6126;12.8669;0.06836;103.3;36.499;0.30811;3.2189;2.2792;1.1719;-40.2188;6754.6024
6127;12.5702;0.06679;103.3;36.8438;0.30088;3.2733;2.2918;1.1309;-40.5938;6754.7548
6128;12.5702;0.06679;103.3;36.8438;0.30088;3.2733;2.2918;1.1309;-40.5938;6754.9072
6129;12.5702;0.06679;103.3;36.8438;0.30088;3.2733;2.2918;1.1309;-40.5938;6755.0596
6130;12.5702;0.06679;103.3;36.8438;0.30088;3.2733;2.2918;1.1309;-40.5938;6755.212
6131;12.5312;0.05557;104.9;39.2129;0.30634;3.1992;2.2899;1.1152;-38.5312;6755.3644
6132;12.5312;0.05557;104.9;39.2129;0.30634;3.1992;2.2899;1.1152;-38.5312;6755.5168
6133;12.5312;0.05557;104.9;39.2129;0.30634;3.1992;2.2899;1.1152;-38.5312;6755.6692
6134;12.5315;0.03985;102.4;37.707;0.28308;3.1816;2.263;1.1084;-38.3125;6755.8216
6135;12.5315;0.03985;102.4;37.707;0.28308;3.1816;2.263;1.1084;-38.3125;6755.974
6136;12.5315;0.03985;102.4;37.707;0.28308;3.1816;2.263;1.1084;-38.3125;6756.1264
6137;12.79;0.03935;104.3;37.1016;0.29636;3.1465;2.2474;1.0918;-39.0312;6756.2788
6138;12.79;0.03935;104.3;37.1016;0.29636;3.1465;2.2474;1.0918;-39.0312;6756.4312
6139;12.79;0.03935;104.3;37.1016;0.29636;3.1465;2.2474;1.0918;-39.0312;6756.5836
6140;12.79;0.03935;104.3;37.1016;0.29636;3.1465;2.2474;1.0918;-39.0312;6756.736
6141;13.6564;0.03448;105;38.0088;0.27017;3.1779;2.2387;1.0645;-38;6756.8884
6142;13.6564;0.03448;105;38.0088;0.27017;3.1779;2.2387;1.0645;-38;6757.0408
6143;13.6564;0.03448;105;38.0088;0.27017;3.1779;2.2387;1.0645;-38;6757.1932
6144;13.7266;0.02977;104.8;38.4316;0.27658;3.231;2.2447;1.0371;-38.7188;6757.3456
6145;13.7266;0.02977;104.8;38.4316;0.27658;3.231;2.2447;1.0371;-38.7188;6757.498
6146;13.7266;0.02977;104.8;38.4316;0.27658;3.231;2.2447;1.0371;-38.7188;6757.6504
6147;13.7734;0.02962;105.1;37.209;0.27855;3.3983;2.2529;1.0186;-36.7188;6757.8028
6148;13.7734;0.02962;105.1;37.209;0.27855;3.3983;2.2529;1.0186;-36.7188;6757.9552
6149;13.7734;0.02962;105.1;37.209;0.27855;3.3983;2.2529;1.0186;-36.7188;6758.1076
6150;13.7655;0.02757;105;36.5884;0.29141;3.3241;2.2493;1.0059;-39.1562;6758.26
6151;13.7655;0.02757;105;36.5884;0.29141;3.3241;2.2493;1.0059;-39.1562;6758.4124
6152;13.7655;0.02757;105;36.5884;0.29141;3.3241;2.2493;1.0059;-39.1562;6758.5648
6153;13.7655;0.02757;105;36.5884;0.29141;3.3241;2.2493;1.0059;-39.1562;6758.7172
6154;13.6792;0.01945;105.3;36.9922;0.30335;3.2752;2.2302;1;-35.875;6758.8696
6155;13.6792;0.01945;105.3;36.9922;0.30335;3.2752;2.2302;1;-35.875;6759.022
6156;13.6792;0.01945;105.3;36.9922;0.30335;3.2752;2.2302;1;-35.875;6759.1744
6157;13.398;0.02748;104.8;37.4868;0.2995;3.0979;2.2301;1;-38.6562;6759.3268
6158;13.398;0.02748;104.8;37.4868;0.2995;3.0979;2.2301;1;-38.6562;6759.4792
6159;13.398;0.02748;104.8;37.4868;0.2995;3.0979;2.2301;1;-38.6562;6759.6316
6160;12.9687;0.03468;104.5;37.2539;0.30305;3.2266;2.2251;1.0039;-38.0938;6759.784
6161;12.9687;0.03468;104.5;37.2539;0.30305;3.2266;2.2251;1.0039;-38.0938;6759.9364
6162;12.9687;0.03468;104.5;37.2539;0.30305;3.2266;2.2251;1.0039;-38.0938;6760.0888
6163;12.9687;0.03468;104.5;37.2539;0.30305;3.2266;2.2251;1.0039;-38.0938;6760.2412
6164;12.9292;0.03925;104.9;37.5889;0.29832;3.2579;2.2215;1.0127;-38.9688;6760.3936
6165;12.9292;0.03925;104.9;37.5889;0.29832;3.2579;2.2215;1.0127;-38.9688;6760.546
6166;12.9292;0.03925;104.9;37.5889;0.29832;3.2579;2.2215;1.0127;-38.9688;6760.6984
6167;12.6169;0.04112;104.9;38.3367;0.30603;3.2949;2.2197;1.0273;-39.0312;6760.8508
6168;12.6169;0.04112;104.9;38.3367;0.30603;3.2949;2.2197;1.0273;-39.0312;6761.0032
6169;12.6169;0.04112;104.9;38.3367;0.30603;3.2949;2.2197;1.0273;-39.0312;6761.1556
6170;12.4065;0.0574;105.1;38.3042;0.31364;3.2833;2.2235;1.0352;-38.7188;6761.308
6171;12.4065;0.0574;105.1;38.3042;0.31364;3.2833;2.2235;1.0352;-38.7188;6761.4604
6172;12.4065;0.0574;105.1;38.3042;0.31364;3.2833;2.2235;1.0352;-38.7188;6761.6128
6173;12.6641;0.06931;105;38.5762;0.30931;3.3653;2.2269;1.0352;-39.2812;6761.7652
6174;12.6641;0.06931;105;38.5762;0.30931;3.3653;2.2269;1.0352;-39.2812;6761.9176
6175;12.6641;0.06931;105;38.5762;0.30931;3.3653;2.2269;1.0352;-39.2812;6762.07
6176;12.6641;0.06931;105;38.5762;0.30931;3.3653;2.2269;1.0352;-39.2812;6762.2224
6177;12.9846;0.07413;103.8;38.9375;0.30562;3.3766;2.2276;1.0303;-39;6762.3748
6178;12.9846;0.07413;103.8;38.9375;0.30562;3.3766;2.2276;1.0303;-39;6762.5272
6179;12.9846;0.07413;103.8;38.9375;0.30562;3.3766;2.2276;1.0303;-39;6762.6796
6180;13.1958;0.08216;102.4;37.7148;0.30083;3.2442;2.2529;1.0234;-36.7812;6762.832
6181;13.1958;0.08216;102.4;37.7148;0.30083;3.2442;2.2529;1.0234;-36.7812;6762.9844
6182;13.1958;0.08216;102.4;37.7148;0.30083;3.2442;2.2529;1.0234;-36.7812;6763.1368
6183;13.5236;0.08058;101.9;38.6689;0.31764;3.2657;2.2713;1.0205;-35.3125;6763.2892
6184;13.5236;0.08058;101.9;38.6689;0.31764;3.2657;2.2713;1.0205;-35.3125;6763.4416
6185;13.5236;0.08058;101.9;38.6689;0.31764;3.2657;2.2713;1.0205;-35.3125;6763.594
